Name,N_cl,Rn(quadratic),Rn(cubic),Renyi relative entropy (quadratic),Renyi relative entropy (cubic),Ig,if,g1,g2,g3, IP, EA,electronegativity,Chemical potential,w,w2,Shannon,SGBP,Hardness,Expt. log KOW,Expt. Enthalphy of vap
"2,3,5,6-Tetrachlorobiphenyl",4,-3.63985644,-3.25796217,-2.18947985,-2.24189871,4.22911502,11695.0775,23.57987827,-73.00024884,162.5666152,0.317335,-0.001678,0.157828,-0.157828,0.03904,0.00152,25.90012,947.6482,0.319013,5.96,97.8
"2,3prime,4,4prime-Tetrachlorobiphenyl",4,-3.63985737,-3.2579587,-2.1919657,-2.24783153,4.70249866,11695.43728,20.74529206,-76.47763717,172.1000475,0.309279,0.010049,0.159664,-0.159664,0.0426,0.00181,26.02608,947.71436,0.29923,5.98,93
"2,3prime,4,5-Tetrachlorobiphenyl",4,-3.63985721,-3.25795896,-2.19155276,-2.24730669,4.6048072,11695.44175,21.17799232,-75.72448984,170.0505039,0.312071,0.010915,0.161493,-0.161493,0.0433,0.00187,26.02825,947.71858,0.301156,6.32,96.6
"2,3prime,4,6-Tetrachlorobiphenyl",4,-3.63986014,-3.25796198,-2.18986655,-2.2426414,4.30170251,11695.5705,22.41838777,-73.24336058,164.2965046,0.321704,0.000913,0.161309,-0.161309,0.04056,0.00164,26.07345,947.74146,0.320791,6.03,90.3
"2,3prime,4prime,5prime-Tetrachlorobiphenyl",4,-3.63985728,-3.25796037,-2.19158018,-2.24724847,4.61089176,11695.22789,20.78396819,-75.98832661,171.6948526,0.312365,0.008879,0.160622,-0.160622,0.04251,0.00181,25.94403,947.66794,0.303486,5.98,92.4
"2,3prime,4prime,6-Tetrachlorobiphenyl",4,-3.54047482,-3.19602982,-2.19027831,-2.24405738,4.3634942,11695.37392,22.30392731,-73.66211006,164.920145,0.317238,-0.009867,0.153686,-0.153686,0.0361,0.0013,26.0022,947.69828,0.327105,5.76,92.8
"2,4,4prime,5-Tetrachlorobiphenyl",4,-3.63985713,-3.25795895,-2.19157316,-2.24751246,4.61144447,11695.43506,22.05347767,-75.80522688,168.1527683,0.307573,0.010879,0.159226,-0.159226,0.04273,0.00183,26.02069,947.71564,0.296694,6.1,94.4
"2,4,4prime,6-Tetrachlorobiphenyl",4,-3.63985788,-3.2579592,-2.19023035,-2.24394009,4.3665329,11695.57257,23.33804267,-73.7316875,162.807453,0.321332,-0.006418,0.157457,-0.157457,0.03782,0.00143,26.07228,947.74159,0.32775,6.03,92.4
"2,2prime,3,3prime,6-Pentachlorobiphenyl",5,-3.72914795,-3.30623756,-2.23193681,-2.27835537,4.1863772,13874.78063,22.24096911,-73.09918057,168.4088102,0.315831,0.000114,0.157972,-0.157972,0.03952,0.00156,11.22441,1051.13979,0.315717,5.6,89.2
"2,2prime,3,4,4prime-Pentachlorobiphenyl",5,-3.72914768,-3.30623761,-2.23320703,-2.28289604,4.40059839,13875.08235,23.01820571,-74.66038258,167.3613914,0.320421,0.005817,0.163119,-0.163119,0.04229,0.00179,11.31735,1051.19997,0.314604,6.18,100.2
"2,2prime,3,4,5-Pentachlorobiphenyl",5,-3.72914913,-3.30624075,-2.23267907,-2.2812788,4.30228294,13874.84998,23.07890773,-74.14628918,167.3450617,0.317883,0.005106,0.161494,-0.161494,0.04169,0.00174,11.23494,1051.15461,0.312777,6.38,93.1
"2,2prime,3,4,5prime-Pentachlorobiphenyl",5,-3.72914736,-3.30623729,-2.23322724,-2.28282122,4.40262218,13875.06534,21.79648336,-74.63270806,169.9550736,0.317491,0.005705,0.161598,-0.161598,0.04188,0.00175,11.31428,1051.20028,0.311786,6.23,99.6
"2,2prime,3,4,6-Pentachlorobiphenyl",5,-3.72914847,-3.30623905,-2.23275942,-2.28152055,4.31767014,13874.80452,23.15353137,-74.20359793,167.1856464,0.318257,0.003114,0.160685,-0.160685,0.04097,0.00168,11.22799,1051.14516,0.315143,6.5,89
"2,2prime,3,4,6prime-Pentachlorobiphenyl",5,-3.72914718,-3.30623739,-2.23335157,-2.28330162,4.42151715,13874.82506,21.99405263,-74.56845909,169.5463646,0.320288,-0.002507,0.158891,-0.158891,0.03911,0.00153,11.23115,1051.14093,0.322795,5.6,88.6
"2,2prime,3,4prime,5-Pentachlorobiphenyl",5,-3.72914731,-3.30623645,-2.23299085,-2.28232521,4.35740265,13875.27176,23.11142997,-74.58998871,167.1139448,0.318483,0.007244,0.162864,-0.162864,0.04261,0.00182,11.39391,1051.24779,0.311239,6.32,96
"2,2prime,3,4prime,5prime-Pentachlorobiphenyl",5,-3.72914708,-3.30623698,-2.2327641,-2.28110345,4.33063547,13875.07663,22.0830543,-73.89932732,168.797409,0.317677,0.006335,0.162006,-0.162006,0.04215,0.00178,11.32233,1051.20669,0.311342,6.3,96.3
"2,2prime,3,4prime,6-Pentachlorobiphenyl",5,-3.7291473,-3.30623629,-2.23301744,-2.28238169,4.3638865,13875.02057,23.16947108,-74.59224525,167.1296407,0.317383,0.002647,0.160015,-0.160015,0.04068,0.00165,11.30775,1051.18948,0.314736,5.87,89.2
"2,2prime,3,4prime,6prime-Pentachlorobiphenyl",5,-3.7291499,-3.30623821,-2.23268663,-2.28090596,4.31443098,13875.02647,22.1154576,-73.92220498,168.7462183,0.321984,0.002968,0.162476,-0.162476,0.04138,0.00171,11.30823,1051.18915,0.319016,6.04,96.3
"2,2prime,3,5,5prime-Pentachlorobiphenyl",5,-3.72914652,-3.30623581,-2.2322034,-2.27959365,4.21571479,13875.24555,22.22687538,-73.75551628,168.6768152,0.316153,0.007027,0.16159,-0.16159,0.04223,0.00178,11.3904,1051.24861,0.309126,6.32,97
"2,2prime,3,5,6-Pentachlorobiphenyl",5,-3.72914893,-3.30623994,-2.23245648,-2.28068759,4.25708071,13874.77244,23.28107655,-74.00765592,166.9308438,0.315649,0.00207,0.158859,-0.158859,0.04024,0.00162,11.22197,1051.14319,0.313579,6.06,88.5
"2,2prime,3,5prime,6-Pentachlorobiphenyl",5,-3.72914769,-3.30623643,-2.23086098,-2.27489455,3.99218152,13874.99007,22.49336913,-72.40316032,167.4162278,0.314055,0.002536,0.158295,-0.158295,0.04022,0.00162,11.30653,1051.19108,0.311519,5.92,92.3
"2,2prime,4,4prime,5-Pentachlorobiphenyl",5,-3.72914758,-3.30623651,-2.233032,-2.28215519,4.37830423,13875.30721,22.83255951,-74.72561483,167.8665894,0.316995,0.008877,0.162936,-0.162936,0.04308,0.00186,11.40304,1051.25421,0.308118,6.41,102.3
"2,2prime,4,4prime,6-Pentachlorobiphenyl",5,-3.72914819,-3.30623619,-2.23324826,-2.28302781,4.40957176,13875.26522,23.09109752,-74.84040862,167.1082938,0.323441,0.00547,0.164455,-0.164455,0.04253,0.00181,11.39311,1051.23907,0.317971,6.23,92.1
"2,2prime,4,5prime,6-Pentachlorobiphenyl",5,-3.72914733,-3.30623559,-2.23298932,-2.28215456,4.35530619,13875.24554,22.34952065,-74.28000601,168.2990796,0.319463,0.00527,0.162367,-0.162367,0.04195,0.00176,11.39137,1051.2407,0.314193,6.11,91.6
"2,3,3prime,4,4prime-Pentachlorobiphenyl",5,-3.72914792,-3.30623867,-2.23361432,-2.28301683,4.53063997,13875.01676,21.93392773,-76.2296988,172.6026882,0.312648,0.014155,0.163401,-0.163401,0.04473,0.002,11.27849,1051.18719,0.298493,6.79,106.7
"2,3,3prime,4,5-Pentachlorobiphenyl",5,-3.72914805,-3.3062397,-2.23314162,-2.28215121,4.4187192,13875.00463,22.53195175,-75.28078409,170.2657609,0.315776,0.014581,0.165178,-0.165178,0.04529,0.00205,11.27272,1051.18534,0.301195,6.92,106.9
"2,3,3prime,4prime,6-Pentachlorobiphenyl",5,-3.72914732,-3.3062375,-2.23273533,-2.28124978,4.32782159,13875.1199,23.3644818,-74.27304765,166.5543,0.316853,0.00393,0.160391,-0.160391,0.04111,0.00169,11.32009,1051.2123,0.312923,6.2,97.6
"2,3,3prime,5,6-Pentachlorobiphenyl",5,-3.72914789,-3.30623877,-2.23192572,-2.27865461,4.1821962,13875.07282,23.64672111,-73.36424547,165.6849313,0.31673,0.004676,0.160703,-0.160703,0.04138,0.00171,11.30666,1051.20743,0.312054,6.41,97.4
"2,3,3prime,5prime,6-Pentachlorobiphenyl",5,-3.72914813,-3.30623692,-2.23339048,-2.2837106,4.41773123,13875.30319,22.194255,-74.8914744,168.7529893,0.318473,0.004264,0.161369,-0.161369,0.04144,0.00172,11.39219,1051.25271,0.314209,6.45,94.7
"2,3,4,4prime,5-Pentachlorobiphenyl",5,-3.72914837,-3.30623963,-2.23335963,-2.28289528,4.46547424,13874.98885,23.39376858,-75.67691076,168.655523,0.311185,0.014721,0.162953,-0.162953,0.04478,0.00201,11.26412,1051.1818,0.296464,6.71,107.1
"2,3,4,4prime,6-Pentachlorobiphenyl",5,-3.72914804,-3.30623901,-2.23258895,-2.28080718,4.31161802,13875.10354,24.41845266,-74.24100117,164.5190796,0.318986,0.006495,0.162741,-0.162741,0.04238,0.0018,11.31064,1051.20919,0.312491,6.44,97.4
"2,3,4prime,5,6-Pentachlorobiphenyl",5,-3.72914699,-3.30623836,-2.23233677,-2.28014603,4.25977703,13875.07259,24.53932535,-74.01125533,164.2813835,0.316781,0.00373,0.160255,-0.160255,0.04102,0.00168,11.3054,1051.20741,0.313051,6.39,96.9
"2,3prime,4,4prime,5-Pentachlorobiphenyl",5,-3.72914759,-3.30623739,-2.23434127,-2.28544751,4.65972057,13875.23828,21.95510347,-76.99238932,172.78367,0.310839,0.017295,0.164067,-0.164067,0.04585,0.0021,11.35594,1051.23659,0.293544,6.57,107.6
"2,3prime,4,4prime,5prime-Pentachlorobiphenyl",5,-3.72914768,-3.30623774,-2.23419325,-2.28489694,4.63300364,13875.22867,21.76295591,-76.91236785,173.3727316,0.312927,0.016487,0.164707,-0.164707,0.04576,0.00209,11.3518,1051.2307,0.29644,6.64,104.4
"2,3prime,4,4prime,6-Pentachlorobiphenyl",5,-3.72914849,-3.30623765,-2.23306353,-2.28226362,4.38843425,13875.36836,23.25312717,-74.56765519,166.6443724,0.322511,0.006905,0.164708,-0.164708,0.04298,0.00185,11.40535,1051.2618,0.315606,6.4,102.2
"2,3prime,4,5,5prime-Pentachlorobiphenyl",5,-3.72914782,-3.3062367,-2.23388911,-2.28378358,4.5813864,13875.43885,21.33244608,-76.7057889,174.1941881,0.31718,0.018838,0.168009,-0.168009,0.04731,0.00224,11.4333,1051.2804,0.298342,6.3,106.2
"2,3prime,4,5prime,6-Pentachlorobiphenyl",5,-3.72914777,-3.30623653,-2.23358181,-2.2842291,4.4563359,13875.55054,22.12517734,-74.82269688,168.7036966,0.324276,0.007291,0.165784,-0.165784,0.04335,0.00188,11.47728,1051.30229,0.316985,6.42,99.7
"2,2prime,3,3prime,4,5-Hexachlorobiphenyl",6,-3.80317451,-3.34571216,-2.27129735,-2.31503925,4.26075913,16054.6202,23.14359895,-74.33631122,170.5395175,0.320051,0.010173,0.165112,-0.165112,0.04399,0.00193,-3.44244,1154.66762,0.309878,6.76,99.3
"2,2prime,3,3prime,4,5prime-Hexachlorobiphenyl",6,-3.80317353,-3.34571071,-2.27190627,-2.31722098,4.37050575,16054.82717,23.04060654,-75.20169973,171.0126693,0.320396,0.0111,0.165748,-0.165748,0.04441,0.00197,-3.36178,1154.71509,0.309296,7.3,113.2
"2,2prime,3,3prime,4,6-Hexachlorobiphenyl",6,-3.80317459,-3.34571153,-2.27129068,-2.31496512,4.26233521,16054.55787,23.17623821,-74.416204,170.5150892,0.31927,0.007908,0.163589,-0.163589,0.04298,0.00185,-3.45212,1154.65659,0.311362,6.78,96.6
"2,2prime,3,3prime,4,6prime-Hexachlorobiphenyl",6,-3.80317384,-3.34571069,-2.27193442,-2.31726621,4.37875509,16054.56704,23.06713107,-75.19336859,171.1389442,0.319313,0.006105,0.162709,-0.162709,0.04226,0.00179,-3.45169,1154.65443,0.313208,6.2,101.1
"2,2prime,3,3prime,5,6-Hexachlorobiphenyl",6,-3.80317442,-3.34571109,-2.27091709,-2.31381864,4.18604268,16054.52794,23.34236856,-74.04007508,170.1167544,0.316885,0.007098,0.161991,-0.161991,0.04235,0.00179,-3.45694,1154.6549,0.309787,6.2,92.1
"2,2prime,3,3prime,5,6prime-Hexachlorobiphenyl",6,-3.80317325,-3.34570956,-2.27120644,-2.31487441,4.22334877,16054.75959,22.30313898,-74.19868023,171.9335402,0.316557,0.008034,0.162295,-0.162295,0.04269,0.00182,-3.37341,1154.70383,0.308523,6.32,97
"2,2prime,3,4,4prime,5-Hexachlorobiphenyl",6,-3.80317424,-3.34571134,-2.27171077,-2.31662167,4.33865852,16054.85109,24.06867202,-75.20273894,169.0291539,0.31986,0.012602,0.166231,-0.166231,0.04497,0.00202,-3.36093,1154.71621,0.307258,6.82,105.3
